Time [s], II
23.504,0.035156
23.512,0.019531
23.52,0.0097656
23.528,0.025391
23.536,0.015625
23.544,-0.013672
23.552,-0.054688
23.56,-0.074219
23.568,-0.070312
23.576,-0.074219
23.584,-0.070312
23.592,-0.083984
23.6,-0.074219
23.608,-0.074219
23.616,-0.064453
23.624,-0.044922
23.632,0.03125
23.64,0.070312
23.648,-0.048828
23.656,-0.18945
23.664,-0.24023
23.672,-0.33984
23.68,-0.25391
23.688,-0.10938
23.696,-0.054688
23.704,-0.048828
23.712,-0.039062
23.72,-0.035156
23.728,-0.039062
23.736,-0.025391
23.744,-0.019531
23.752,-0.019531
23.76,-0.013672
23.768,-0.0097656
23.776,-0.013672
23.784,0
23.792,0
23.8,0.0058594
23.808,0
23.816,0.0058594
23.824,0.0058594
23.832,0.019531
23.84,0.019531
23.848,0.03125
23.856,0.025391
23.864,0.041016
23.872,0.041016
23.88,0.054688
23.888,0.044922
23.896,0.064453
23.904,0.054688
23.912,0.060547
23.92,0.044922
23.928,0.044922
23.936,0.041016
23.944,0.035156
23.952,0.041016
23.96,0.019531
23.968,0.0097656
23.976,0
23.984,0.0058594
23.992,-0.0039062
24,-0.013672
